license_num,historicallicensenum,status,license_category,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,gpsx,gpsy
LB-99522,CV7MW0055,Active,CV,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,THE BALANCE PATCH 1031 INC.,BALANCE PATCH,,,,2:00 AM,2:30 AM,257.00," THE BALANCE PATCH 1031, INC.", PETER LIND,,(781)659-9923,1031-  Commonwealth Av,Boston,MA,02215,758421.080717624,2953630.82678041
LB-99686,CV7MW0535,Active,CV,CV7 Malt Wine,2013-11-26,2022-12-31,"LOCALE, INC.",LOCALE,,"APPROXIMATELY 800 SQUARE FEET OF SPACE LOCATED ON FIRST FLOOR OF PREMISES WHICH INCLUDES KITCHEN, 9 TABLES & 18 SEATS.  ALL ENTRANCE AND EXITS ARE LOCATED ON HANOVER STREET.  CLOSING HOUR SUNDAY-THURSDAY 11:00 AM-11:00 PM.  FRIDAY-SATURDAY 11:00-MIDNIGHT.",11:00 AM,11:00 PM,11:30,18.00," LOCALE, INC.", JENNIFER PITTORE,,(781)219-4260,350-352   Hanover ST,Boston,MA,02113,776863.205311224,2958395.00113511
LB-99682,CV7MW0530,Active,CV,CV7 Malt Wine,2013-11-26,2022-12-31,IRASHAI SUSHI AND TERIYAKI INC.,IRASHAI SUSHI AND TERIYAKI,,SUSHI AND TERIYAKI RESTAURANT W/ SEATING CAPACITY OR TAKE OUT AVAILABLE.  MAIN ENTRANCE IS LOCATED ON KNEELAND STREET WITH SECONDARY EMERGENCY EXIT ON SIDE ADJACENT WALL.  KITCHEN AND STORAGE IN REAR.,,2:00 AM,2:30 AM,45.00, IRASHAI SUSHI AND TERIYAKI INC., CHANG K. LIU,,6178422936,8-  Kneeland ST,Boston,MA,02111,774411.409722222,2953250.85069444
LB-98938,CV7AL0057,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,MCCARTHY'S INC. OF BOSTON,THE PUDDINGSTONE TAVERN,,,,1:00 AM,1:30 AM,73.00, MCCARTHY'S INC. OF BOSTON, HENRY WALSH,,(617)773-9266,1592     Tremont ST,Roxbury,MA,02120,763468.523378745,2946789.5269483
LB-98811,CLBAL0040,Active,Club,Clb. All Alc.,2013-11-26,2022-12-31,CHILTON CLUB,,,In whole of said building.  ,,1:00 AM,1:30 AM,782.00, CHILTON CLUB, CAROL A. BLISS,(617)266-4860,(617)266-4860,150-152  Commonwealth AVE,Boston,MA,02116,770296.779513889,2953402.92534722
LB-99625,CV7MW0409,Active,Inn,Innholder Malt & Wine,2013-11-26,2022-12-31,"WESTERN HOST, INC.",ELEMENT HOTEL,1ST FLOOR B USE GROUPS 421 2ND 6TH FLOORS R 1 GROUP 97 EACH,"SIX (6) FLOOR, 180 ROOM HOTEL PROVIDING ROOM SERVICE TO GUEST ROOMS; FOOD AND BEVERAGE IN LOBBY, LOWER LOUNGE AND UPPER LOUNGE AREAS; MEETING/FUNCTION ROOMS; AND POOL AREA.  ",,2:00 AM,2:30 AM,0.00," WESTERN HOST, INC.", Conrad McKay,(978)989-9464,,391-  D ST,Boston,MA,02210,779066.982931704,2950302.05794256
LB-101878,RETAL0056,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"D CHAN, INC.",,Board granted acknowledged petition to open 10 00 m on Sundays,Two rooms first floor; cellar for stock.,,11:00 PM,,0.00," D CHAN, INC.", SIU XIAN CHAN,(617)269-3474,,604-608 E Broadway  ,South Boston,MA,02127,0,0
LB-99330,CV7AL0509,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"SHACK FOODS OF BACK BAY, LLC",,1 00 M CLOSING HOUR 2 ALCOHOL SERVED TABLES ONLY WITH FOOD ORDERED FROM MENU,"IN ONE ROOM ON FIRST FLOOR WITH DINING, KITCHEN SPACE AND BAR AREA; MAIN ENTRANCE/EXIT ON DALTON STREET, EXIT TO ABUTTING SPACE AND TO STREET, EXIT TO PARKING GARAGE AND EXIT THROUGH ELEVATOR LOBBY.  50B DALTON STREET, BOSTON, MA  02115",,1:00 AM,1:30 AM,180.00," SHACK FOODS OF BACK BAY, LLC", JEFFREY DUGAN,,(617)469-2095,50B-  Dalton ST,Boston,MA,02115,768178.852887139,2951771.41162494
LB-99034,CV7AL0166,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"SPiN Boston, LLC",SPiN,,,,1:00 AM,1:30 AM,420.00," SPiN Boston, LLC", MICHAEL JOSEPH MARTIN,(212)982-8802,,30     Melcher ST,Boston,MA,02210,777719.308352024,2952871.10820197
LB-99592,CV7MW0286,Active,CV,CV7 Malt Wine,2013-11-26,2021-12-31,"Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,All alcohol sales cease 1 00 AM,"19-19A, 21, 23 Hudson Street, Boston, MA 02111.  The premise consists of 3425 Sq. Ft. on the first floor with a dining room (seating capacity of 100) and kitchen.",,2:00 AM,2:30 AM,0.00," Panda Hot Pot Chinatown, Inc.", Feng Chen,,(617)908-7755,19-23  Hudson St,Boston,MA,02111,775025.516273257,2953089.74442506
LB-99380,CV7AL0576,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"TOASTED BROTHERS BB, LLC",THE FRIENDLY TOAST,CLOSING HOUR 3 00 AM ON FRIDAY SATURDAY FOOD SERVICE ONLY ALCOHOL WILL SEIZE 2 PATIO CONDITIONS 1 TO BE SERVED IN CONJUNCTION WITH ENTIRE STAFFED ALL TIMES 11 P M 4 PUBLIC IMPROVEMENT COMMISSION APPROVED 46 SEATS,"IN ONE ROOM ON THE FIRST FLOOR DINING ROOM AND KITCHEN; ONE FUNCTION ROOM/LOUNGE PREP KITCHEN, STORAGE ROOM AND STOCKROOM IN LOWER LEVEL WITH AN OUTDOOR SEASONAL PATIO FOR 46 PATRONS FROM APRIL THROUGH OCTOBER.  Capacity breakdown: basement - 64 ",,2:00 AM,2:30 AM,125.00," TOASTED BROTHERS BB, LLC", Jonathan Hayes,(617)456-7849,,35-  Stanhope ST,Boston,MA,02116,771525.928290544,2952319.72326731
LB-99808,CV7MWL0162,Active,CV,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"ANGELA'S CAFE GROUP, INC.",ANGELA'S CAFÉ,ALCOHOL WITH FOOD ONLY B NO BAR,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.",,10:00 PM,10:30 PM,19.00," ANGELA'S CAFE GROUP, INC.", MARTA MURALLES,,(617)567-4972,131-   Lexington ST,East Boston,MA,02128,781806.420579821,2963308.43064368
LB-99333,CV7AL0514,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"UNIQUE DESIGN CONCEPTS, LLC",Kings,SPECIAL GROUP BOWLING EVENTS THAT INCLUDE NUMEROUS CHILDREN TO OCCUR IN SEGREGATED ONE HALF PORTION AREA FURTHEST FROM MAIN ENTRANCE AS SHOWN ON SUBMITTED PLAN B NO SERVICE ALCOHOL OR ITSELF BE ALLOWED IMMEDIATE SAID WHEN SO UTILIZED,"IN ONE ROOM ON GROUND FLOOR WITH KITCHEN, BAR DINING AREA, BOWLING LANES, PRIVATE FUNCTION SPACE, STORAGE AND OFFICE: MAIN ENTRANCE/EXIT ON DALTON STREET & EGRESS AT SIDE OF BUILDING.  CAPACITY BREAKDOWN: 160 @ LOUNGE; 134 @ BILLIARDS; 248 @ BOWLING.",,2:00 AM,2:30 AM,542.00," UNIQUE DESIGN CONCEPTS, LLC", ASHLEY LYNCH,(781)329-6000,,50A-  Dalton ST,Boston,MA,02115,768178.852887139,2951771.41162494
LB-99569,CV7MW0219,Active,CV,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,Casarecce LLC,CASARECCE RESTAURANT,,"In one room on first floor consisting of 1600 square feet with thirty (30) seats, with bathroom and kitchen in rear; with storage utilities and an additional bathroom in basement. ",,12:00 AM,12:30 AM,30.00, CASARECCE LLC, Frank Pellino,(978)758-1021,,285-   Hanover ST,Boston,MA,02113,776587.705439931,2957846.91575675
LB-99518,CV7MW0028,Active,CV,CV7 Malt Wine,2013-11-26,2022-12-31,SAHA-PAKEE CORP.,BROWN SUGAR CAFÉ ON COMM AVE,PATIO CONDITIONS 1 ALCOHOL WITH FOOD ONLY 2 TO BE STAFFED ALL TIMES 3 11 00 P M CLOSING ON,"ONE ROOM ON THE FIRST FLOOR WITH KITCHEN IN REAR AND SMALL AREA IN REAR FOR STOCK AND, TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER.  DPW LAND",,1:00 AM,1:30 AM,107.00, SAHA-PAKEE CORP., SUDAMANEE PINYOCHON,,(617)879-2700,1033-  Commonwealth AVE,Boston,MA,02215,758386.211805556,2953584.0625
LB-99382,CV7AL0578,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"TOW PIER 6 RESTAURANT GROUP, LLC.",PIER 6,May sell alcoholic beverages 10 00 AM on Sundays brunch,"@ PIER 6, in one room and kitchen on the second floor, storage on the first floor.  Also seasonal use of outdoor decks and patios. Capacity: 200 @ first floor, 125 @ second floor.  ",,1:00 AM,1:30 AM,325.00," TOW PIER 6 RESTAURANT GROUP, LLC."," C. CHARLES LARNER, III",,(813)785-5446,1-  Eighth ST,Charlestown,MA,02129,777738.913611859,2961334.10974143
LB-99363,CV7AL0558,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"SERVIA, LLC",SERVIA,CAPACITY BREAKDOWN TABLES amp SEATS 47 STANDING 12 BAR STOOLS 14,"In one room on ground floor with dining room, kitchen and storage, in two rooms on first floor with dining room, bar, office and restrooms (5,040 sf total). ",,2:00 AM,2:30 AM,73.00," SERVIA, LLC", Anne Patrizi Chambers,(617)717-0113,,126-   State ST,Boston,MA,02109,776541.817847783,2956283.27371615
LB-101626,INNAL0013,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,HUNTINGTON HOTEL CORP.,COLONNADE HOTEL,11 00 M OPENING ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,,,2:00 AM,2:30 AM,0.00, HUNTINGTON HOTEL CORP., DAVID COLELLA,,(617)425-3201,120-  Huntington AVE,Boston,MA,02116,769417.835032284,2951210.77853641
LB-101617,INNAL0004,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,"FOUR SEASONS OF MASSACHUSETTS, INC.",FOUR SEASONS,11 00 M ON SUNDAYS SERVICE ALCOHOLIC BEVERAGE WITH FOOD ONLY,IN WHOLE OF SAID BUILDING - WITH AN OUTSIDE CAFE ON SOUTHSIDE OF BUILDING.  (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)  ,,2:00 AM,,0.00," FOUR SEASONS OF MASSACHUSETTS, INC.", Alyssa J. Lawrence.,,(617)351-2089,200     Boylston ST,Boston,MA,02116,772914.375,2953670
LB-99376,CV7AL0571,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"BIG HOUSE FINE DINING, LLC",SCAMPO & ALIBI,PATIO HOURS 11 00 M 2 ALCOHOLIC BEVERAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 BOTTLE SERVICE APPROVED ALIBI,,,2:00 AM,2:30 AM,392.00," BIG HOUSE FINE DINING, LLC", JOHN F. BAKER,,(781)974-3087,215-   Charles ST,Boston,MA,02114,772282.199962959,2957245.51246204
LB-99557,CV7MW0166,Active,CV,CV7 Malt Wine,2013-11-26,2022-12-31,"TAWAN SHINE, INC.",PHO #1 BRIGHTON,1 MALT WINE BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR,1799 COMMONWEALTH AVENUE; IN ONE ROOM ON THE 1ST FLOOR WITH KITCHEN; STORAGE IN BASEMENT.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 10 PATRONS FROM MAY 1ST - NOVEMBER 1ST BETWEEN THE HOURS OF 11:00 AM - 11:00 PM,,1:00 AM,1:30 AM,45.00," TAWAN SHINE, INC.", CHANATHIP TANGMUNKONG,(617)888-5841,,1799-  Commonwealth AVE,Brighton,MA,02135,750323.201388889,2949362.35243056
LB-101645,INNAL0032,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,"LASALLE HOTEL LESSEE, INC.",HYATT BOSTON HARBOR,Alcoholic Bevarages to be served in cunjunction with Brunch on Sunday 10 00 M Noon,"101 Harborside Drive; in whole of said bldg., including outside patio ares adjoining the lobby restaurant, lounge & Pool area. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.)",,2:00 AM,2:30 AM,0.00," LASALLE HOTEL LESSEE, INC.", John O’Connell,,(617)778-8225,101     Harborside DR,East Boston,MA,02128,783955.18931146,2956275.31014304
LB-99655,CV7MW0478,Active,CV,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,Cami 1975 corporation,MELODIAS,1 NO BAR 2 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 3 10 00 P M CLOSING HOUR,,,11:59 PM,12:30 AM,40.00, CAMI 1975 Corporation, CARLOS CESPEDES CANAS,(617)561-6400,,1045-  Saratoga ST,East Boston,MA,02128,789866.734347329,2966054.22584623
LB-100917,CVICT2092,Active,CV,Common Victualler,2013-11-26,2022-12-31,"150 TREMONT STREET, LLC",SAL'S PIZZA/SAL'S BAKERY,,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN & STORAGE IN REAR.",7:00 AM,MIDNIGHT,12:30 AM,0.00," 150 TREMONT STREET, LLC", SALVATORE LUPOLI,,9786817777,150     Tremont ST,Boston,MA,02111,774257.999996796,2954620.00001159
LB-98925,CV7AL0044,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,EDDIE MERLOTS LLC,EDDIE MERLOTS,.,"First floor of a 19-story building. Indoor Dining (+/- 6, 394) including Bar Lounge with seating for thirteen (13), Bar with seating for twenty-three (23); Jeep Willis with seating for eight (8), Wishing Well with seating for twelve (12), and Well Dining with seating for twenty-two (22); Ceviche Are",,2:00 AM,2:30 AM,325.00, EDDIE MERLOTS LLC, Paul Braun,,,505     Congress ST,Boston,MA,02210,780231.272336903,2952153.49342996
LB-98797,CLBAL0025,Active,Club,Clb. All Alc.,2013-11-26,2022-12-31,"TAVERN 103, LTD.",,       ,In whole of said premises; except for small office space.,,2:00 AM,2:30 AM,824.00," TAVERN 103, LTD.", JOHN P. DUMAS,,(617)769-6395,256     Freeport ST,Dorchester,MA,02122,777140.288991481,2935958.66197822
LB-98803,CLBAL0031,Active,Club,Clb. All Alc.,2013-11-26,2021-12-31,SGT.GUIDO PETRILLI MIXED LODGE,POST #1606 SON OF ITALY,,In one large room and kitchen on the first floor.,,1:00 AM,1:30 AM,99.00, SGT.GUIDO PETRILLI MIXED LODGE, ANDREW BOSCHETTO,,6173278019,30-   Birch ST,Roslindale,MA,02131,756143.357771933,2929571.83755626
LB-100697,CVICT1682,Active,CV,Common Victualler,2013-11-26,2021-12-31,"SAIMON ABE, LLC",CAFÉ MAMTAZ,,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN REAR.",11:00 AM,11:00 PM,11:30 PM,0.00," SAIMON ABE, LLC", MOHAMMA ALAM,,6172345077,87-   L ST,South Boston,MA,02127,781759.000003785,2947190.00000466
LB-101652,INNAL0038,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,"CJ WASHINGTON STREET, LLC","""DOUBLETREE HOTEL-BOSTON""",,In whole said of premises-comprising unit No. 1 in the Washington Oak Commercial Condominium. (SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.),,2:00 AM,2:30 AM,0.00," CJ WASHINGTON STREET, LLC", ANTHONY FRANZONE,,(973)222-7973,821-   Washington ST,Boston,MA,02111,773940.587612495,2952484.5174496
LB-101653,INNAL0039,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,"THE RITZ CARLTON HOTEL COMPANY, LLC",THE RITZ CARLTON,10 00 M OPENING ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,"In whole of said building includes bar in lobby area and excludes that portion of the premises leased to Washington D.C. Sports Club, Inc. located in the ""South Block"" of the licensed Innholder premises on floors 4 and 4m (Mezzanine) and bounded by",,2:00 AM,,0.00," THE RITZ CARLTON HOTEL COMPANY, LLC", William P. Bunce,,(602)549-3517,1-2   Avery ST,Boston,MA,02111,0,0
LB-101656,INNAL0042,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,PYRAMID TUDOR WHARF HOTEL LLC,RESIDENCE INN BY MARRIOTT,,"IN WHOLE OF SAID BUILDING AND TO INCLUDE OUTDOOR SEASONAL DINING ALONG ENTIRE EASTERLY WALL OF HOTEL AND THE OUTDOOR PATIO AND DECK ALONG THE SOUTHERLY WALL OF HOTEL REFERRED TO AS THE ""TUDOR WHARF PIER"" FROM APRIL THROUGH OCTOBER FOR 300 PATRONS ON PRIVATE PROPERTY BETWEEN THE HOURS OF 11:00 A.M. -",,1:00 AM,,0.00, PYRAMID TUDOR WHARF HOTEL LLC, RYAN D. PHILLIPS,,(617)470-6580,44-   Charles River AVE,Charlestown,MA,02129,774930.898237422,2960384.59115295
LB-101660,INNAL0046,Active,Inn,Inn. All Alc.,2013-11-26,2022-12-31,"DIAMONDROCK BOSTON TENANT, LLC",WESTIN BOSTON WATERFRONT,Board ABCC approved management agreement between Diamondrock Boston Tenant LLC Interstate Management Company,"MAIN ENTRANCE ON SUMMER STREET INTO LOBBY OF HOTEL; GUEST ROOMS ON FLOORS 4-17 TO THE RIGHT OF MAIN ENTRANCE; ON 3 FLOORS TO THE LEFT OF MAIN ENTRANCE: FIRST FLOOR EXHIBIT SPACE, 8 FUNCTION ROOMS, PRE-FUNCTION AREA AND OUTDOOR TERRACE; 2ND FLOOR RETAIL SPACE, INTERIM FUNCTION SPACE, 7 FUNCTION ROOMS",,2:00 AM,2:30 AM,0.00," DIAMONDROCK BOSTON TENANT, LLC", Gregory Clark,,(617)532-4801,425     Summer ST,Boston,MA,02210,779681.116033065,2951522.01047174
LB-101689,INNNL0014,Active,Inn,Innholder No Liquor,2013-11-26,2021-12-31,"CLARENDON RESIDENCES, LLC","CLARENDON STREET, YWCA",,IN WHOLE OF SAID BUILDING.,,,,0.00," CLARENDON RESIDENCES, LLC",Stacey Fuller,,(978)337-2654,140-   Clarendon ST,Boston,MA,02116,771204.99999395,2952350.00000948
LB-98923,CV7AL0042,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"Melcher Newco Holdings, LLC",Mooo Seaport,BOARD PERMITS BOTTLE SERVICE,,,2:00 AM,2:30 AM,460.00," Melcher Newco Holdings, LLC", COURTNEY HILLS,,(516)721-0016,49-  Melcher St,Boston,MA,02210,777702.11138536,2952674.73551324
LB-101877,RETAL0055,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"CACERES, INC.",CAMILO LIQUORS II,Board acknowledges granted petition to open 10 m on Sundays,In two rooms on street floor with rear room and cellar for stock,,11:00 PM,,0.00," CACERES, INC.", VIVIAN CAMILO,,(617)201-8119,735-   Dudley ST,Dorchester,MA,02125,773270.149915874,2941095.311903
LB-101879,RETAL0057,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"SOUTH BOSTON WINE & LIQUOR, INC.",DORGANS PACKAGE STORE,Board acknowledges granted petition to open 10 00 m on Sundays,One room first floor and cellar for stock,,11:00 PM,,0.00," SOUTH BOSTON WINE & LIQUOR, INC.", MENGCHUAN LIN,,7813389628,662-664 E Broadway ,South Boston,MA,02127,781107.258680556,2947717.40451389
LB-101882,RETAL0060,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"JIMMY'S CORNER, INC.","""JIMMY'S KORNER'",Board granted petition to open 10 00 m on Sundays,IN ONE ROOM ON FIRST FLOOR WITH CELLAR FOR STOCK.,,11:00 PM,,0.00," JIMMY'S CORNER, INC.", JEWEL SAEED,,(781)632-0113,143-  P ST,South Boston,MA,02127,783975.000005841,2946860.00000437
LB-101921,RETAL0119,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"CHANS LIQUOR AND WINE, INC..",CHARLESTOWN LIQUORS,Board acknowledges granted petition to open 10 m on Sundays,Two unnumbered exits in rear; One room first floor; cellar for stock.,,11:00 PM,,0.00," CHANS LIQUOR AND WINE, INC..", SING MING CHAN,,9788697247,10-  Thompson Sq,Charlestown,MA,02129,774066.805020616,2961948.29790641
LB-101925,RETAL0124,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"HOLLYWOOD LIQUORS, INC.","""HOLLYWOOD LIQUORS""",       ,One room first floor; Rear room and cellar for stock.,,11:00 PM,,0.00," HOLLYWOOD LIQUORS, INC.", RAMON GENAO,,6173287361,950     Tremont ST,Roxbury,MA,02120,768744.471479669,2948193.0834296
LB-101957,RETAL0173,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"CAPE VERDEAN LIQUORS, INC.",,       ,In one room on the first floor; cellar for stock.  ,,11:00 PM,,0.00," CAPE VERDEAN LIQUORS, INC.", ARLINDO L. CORREIA,,(617)265-4733,690-   Columbia RD,Dorchester,MA,02124,774468.99999699,2941989.99999982
LB-101963,RETAL0181,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"DEARBORN LIQUOR STORE, INC.",DEARBORN WINE,1 PREMISES NOT TO OPEN UNTIL SCHOOL BUSES HAVE PICKED UP CHILDREN IN MORNING Board acknowledges granted petition to open 10 m on Sundays,Two rooms first floor; cellar for stock.,,11:00 PM,,0.00," DEARBORN LIQUOR STORE, INC.", CARLOS R. CASTILLO,,(617)265-5086,60-  Dearborn ST,Roxbury,MA,02119,769986.008076389,2945075.57274928
LB-99033,CV7AL0165,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"J & J IRISH PUB & GRILLE, LTD",KATIE'S,       ,Rear exit for emergency and stock; in one room and kitchen on first floor; cellar for stock.,,1:00 AM,1:30 AM,84.00," J & J IRISH PUB & GRILLE, LTD", NORA MANNION,,(617)282-5919,1128-1130   Dorchester AV,Dorchester,MA,02125,0,0
LB-99215,CV7AL0376,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador",Condition Service is to be limited sushi lounge only with maximum capacity 120,IN ONE LARGE ROOM AND FUNCTION ROOM ON GROUND FLOOR WITH KITCHEN IN REAR AND STORAGE BELOW WITH OUTDOOR SEATING ON PRIVATE PROPERTY FOR 55 PATRONS; LOUNGE AT STREET LEVEL; AND OUTDOOR SEATING ON PRIVATE PROPERTY AT THE LOUNGE FOR 24 PERSONS WITH A 2:00 A.M. CLOSING HOUR.,,2:00 AM,2:30 AM,120.00," BR Kenmore, LLC", Robert Allen Anderson Jr,,(617)532-9100,528-   Commonwealth AVE,Boston,MA,02115,765316.999988466,2952280.0000094
LB-99125,CV7AL0275,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"SPINELLI'S BANQUET HALL, INC.",SPINELLI'S BANQUET HALL,       ,"282 Bennington St.; In two rooms, kitchen and storage on the second floor",,1:00 AM,1:30 AM,230.00," SPINELLI'S BANQUET HALL, INC.", LOUIE ROBERTO,,(,282-  Bennington ST,East Boston,MA,02128,783459.260453373,2963448.69576381
LB-98965,CV7AL0086,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"OLIVER TWIST, INC.",CASK AND FLAGON,PATIO CONDITIONS ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD B STAFFED ALL TIMES 11 00 M OPENING ON SUNDAYS SERVICE ALCOHOLIC BEVERAGES BRUNCH,"Side entrance and emergency exit at 69 Lansdowne Street, enlarged dining room and kitchen with storage on the first floor; also enlarged function room on the first floor; basement for storage with an outdoor patio for 104 patrons between the hours of 8:00 a.m. - 2:00 a.m.  DPW LAND",,2:00 AM,2:30 AM,960.00, OLIVER TWIST INC," BRUCE VAN FLEET, IV",(617)536-4840,,62-  Brookline AV,Boston,MA,02215,764790.41018922,2951849.70654126
LB-99139,CV7AL0290,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"UNION OYSTER HOUSE, INC.",UNION OYSTER HOUSE,       ,Premises also addressed as 41 Union St.; side door on Marshall Lane; in two rooms and two kitchens on the first floor; five rooms and kitchen on the second floor; two rooms on the third floor; fourth floor and cellars for stock.  CAPACITY BREAKDOWN: 1ST FL - 311; 2ND FL - 234; 3RD FL - 20.,,2:00 AM,2:30 AM,565.00," UNION OYSTER HOUSE, INC."," JOSEPH A. MILANO, JR.",,,20-  Marshall ST,Boston,MA,02108,775950.981214374,2957014.64766182
LB-99228,CV7AL0391,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,T.G.I. FRIDAY'S INC.,TGI FRIDAY'S,PATIO CONDITIONS 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 11 00 P M CLOSING HOUR,IN TWO ROOMS ON THE FIRST FLOOR; KITCHEN PREP AREA AND STORAGE IN THE REAR WITH AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 24 PATRONS ON PRIVATE PROPERTY.,,1:00 AM,1:30 AM,235.00, T.G.I. FRIDAY'S INC., MELANIE BOUDROW,,(508)643-4639,1     Brigham CIR,Boston,MA,02115,0,0
LB-99295,CV7AL0469,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"D & D HOSPITALITY, LLC",PUBLICO,WINDOWS CLOSED 8 00 PM NO CHANGES 1 YEAR,"ON FIRST FLOOR OF A FIVE (5) STORY BUILDING.  IN ONE ROOM, INDOOR RESTAURANT AREA (+/- 1,490 SF) WITH SEATING FOR EIGHTY-TWO (82), INCLUDING BAR WITH TWENTY-SIX (26) SEATS, DINING 1 WITH SIX (6) SEATS AND DINING 2 WITH FIFTY (50) SEATS.  OPEN AIR ATRIUM (+/-1,922 SF) WITH SEATING FOR FORTY-NINE (49)",,1:00AM,1:30 AM,228.00," D & D HOSPITALITY, LLC", THEOFANIS BOUGAS,(781)718-6197,,11     Dorchester ST,South Boston,MA,02127,779567.005454372,2948229.27689713
LB-99359,CV7AL0553,Active,CV,CV7 All Alc.,2013-11-26,2022-12-31,"GALWAY, INC.",THE HARP,1 Open 10 00 M on Sundays service food only 2 310 persons daytime 693 night time,200 PORTLAND STREET - WITH ENTRANCE AND EXITS ON CAUSEWAY STREET AND PORTLAND STREET WITH FOUR ROOMS AND TWO BAR AREAS ON THE GROUND LEVEL AND FOUR ROOMS AND A KITCHEN WITH THREE STORE ROOMS IN THE LOWER LEVEL.,,2:00 AM,2:30 AM,693.00," GALWAY, INC.", James M. Roberts,,(617)789-4111,85-  Causeway ST,Boston,MA,02114,774433.847222222,2958198.44184028
LB-101922,RETAL0120,Active,Misc,Retail All Alc.,2013-11-26,2022-12-31,"GORDON'S FINE WINE & LIQUORS OF BOSTON, INC.",,,39 TEMPLE PLACE IS THE ACTUAL ADDRESS.  IN ONE ROOM OF FIRST FLOOR RETAIL SPACE WITH STORAGE IN BASEMENT.  THE ENTRANCE AND EXITS ARE LOCATED ON TEMPLE PLACE.  WITH AN 11:00 PM CLOSING HOUR.  ,,11:00 PM,,0.00," GORDON'S FINE WINE & LIQUORS OF BOSTON, INC.", DAVID GORDON,,(978)667-6623,37-   Temple PL,Boston,MA,02111,774530.887933046,2954713.10522768
>>>>>>> origin/test-dev:fall22-team-1/deliverable2/downloaded data/consumers&others.csv
