license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,Neighborhood,gpsx,gpsy
LB-98795,CLBAL0023,Active,Clb. All Alc.,2013-11-25,2022-12-31,SOUTH BOSTON LITHUANIAN CITIZENS ASSOCIATION,,,Rear door for stock; in whole of said building.,,2:00 AM,2:30 AM,565.0, SOUTH BOSTON LITHUANIAN CITIZENS ASSOCIATION, GINTARAS R. SUBATIS,,(617)268-9058,368-372 W Broadway ,South Boston,MA,South_Boston,778123.614368394,2948492.81664588
LB-99400,CV7AL0598,Active,CV7 All Alc.,2013-11-25,2022-12-31,TRAIF CORP.,MISTRAL,1 ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00 M,"In four rooms on the first floor with kitchen in the rear, storage on the mezzanine level.",,2:00 AM,2:30 AM,270.0, TRAIF CORP., MARK D'ALESSANDRO,,6177332393,221-   Columbus AVE,Boston,MA,Back_Bay,771677.999994397,2952220.00000936
LB-101663,INNAL0049,Active,Inn. All Alc.,2013-11-25,2022-12-31,"HERSHA HOSPITALITY MANAGEMENT, L.P.",Bulfinch Social at the Boxer Hotel,,"IN WHOLE OF SAID, FULL SERVICE, 39, 100 SF HOTEL WITH RESTAURANT AND LOUNGE AND FOUR ENTRANCES/EXITS.   HOTEL MANAGEMENT AGREEMENT BETWEEN HHLP BULFINCH LESSEE, LLC AND HERSHA HOSPITALITY MANAGEMENT, L.P.",,2:00 AM,,0.0," HERSHA HOSPITALITY MANAGEMENT, L.P.", KATHLEEN FLANARY,,(617)624-0202,119-   Merrimac ST,Boston,MA,neighborhood doesn't match,774413.999996945,2957950.00001469
LB-99552,CV7MW0146,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"OCEAN TREASURE, INC.",DOUBLE CHIN,1 2 00 M CLOSING service Malt Wine 4 FOOD ONLY,"Two rooms first floor and kitchen, basement for stock.",,2:00 AM,2:30 AM,72.0," OCEAN TREASURE, INC.", EMILY CHIN,,(617)669-0694,84-86   Harrison AVE,Boston,MA,Chinatown_Financial_District,774739.382355334,2953151.60432
LB-99115,CV7AL0261,Active,CV7 All Alc.,2013-11-25,2022-12-31,"WHO'S ON FIRST, INC.",,,In one room in basement with kitchen; cellar for stock.,,2:00 AM,2:30 AM,325.0," WHO'S ON FIRST, INC.", ROBERT PARATORE,,(617)247-3353,21-  Jersey ST,Boston,MA,Fenway_Kenmore,764613.001299814,2951406.3367126
LB-101568,GOPAL0006,Active,GOP All Alc.,2013-11-25,2022-12-31,"TREMONT THEATRE, INC.",SHUBERT THEATRE,       ,In basement lobby; first floor; second floor and third floor lobbies; cellar for stock.,,1:00 AM,1:30 AM,1596.0," TREMONT THEATRE, INC."," JOSIAH A. SPAULDING, JR.",(617)532-1261,,265-  Tremont ST,Boston,MA,Back_Bay,773642.19244422,2953006.67873009
LB-99151,CV7AL0304,Active,CV7 All Alc.,2013-11-25,2022-12-31,"UNION STREET HOSPITALITY, INC.",THE WHITE BULL,,"In one room on first floor, one room on second floor storage and food preparation. Seasonal (April-October) outdoor patio on public property along the easterly side of 1 Union Street (+/- 406 square feet).",,2:00 AM,2:30 AM,311.0," UNION STREET HOSPITALITY, INC.", JEFFREY BAIRD,(617)549-1403,,1     Union ST,Boston,MA,Chinatown_Financial_District,775991.375,2956753.47222222
LB-99054,CV7AL0190,Active,CV7 All Alc.,2013-11-25,2022-12-31,"J.J. FOLEY'S CAFE, INC.",J.J. FOLEY'S CAFÉ,11 00 M OPENING ON SUNDAYS LAST SUNDAY IN MAY DAY FOLLOWING CHRISTMAS WHEN FALLS NOONTIME,UNNUMBERED ENTRANCE ON FAY STREET; IN TWO ROOMS AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,,2:00 AM,2:30 AM,300.0," J.J. FOLEY'S CAFE, INC."," JEREMIAH F. FOLEY, JR.",,(617)471-0598,111-123 E Berkeley ST,Boston,MA,South_End,,
LB-99427,CV7AL0629,Active,CV7 All Alc.,2013-11-25,2022-12-31,"CARMAC, INC.",6B/Emmetts,,IN TWO ROOMS ON  FIRST FLOOR; KITCHEN AND STORAGE IN TWO ROOMS IN BASEMENT.  Capacity breakdown: 120 @ Emmetts; 120 @ 6-B Side.,,2:00 AM,2:30 AM,240.0," CARMAC, INC.", ELIZABETH C. PALMER,,(781)631-6263,6-   Beacon ST,Boston,MA,Beacon_Hill,774679.165117189,2955839.95226872
LB-99316,CV7AL0492,Active,CV7 All Alc.,2013-11-25,2021-12-31,BOSTON HOSPITALITY PARTNERS LLC,The Connector and the Collective,1 00 am closing hour restriction restaurant inside 2 Licensee will make every effort not to conceal or interfere with Freedom Trail Markings 3 Patio Conditions alcoholic beverages be served only in conjunction meals b patio has 10 pm,,,2:00 AM,2:30 AM,0.0, Boston Hospitality Partners LLC, John Luciano,,(617)242-9715,115-   Federal ST,Boston,MA,Chinatown_Financial_District,775909.575902343,2954524.89089151
LB-99134,CV7AL0285,Active,CV7 All Alc.,2013-11-25,2022-12-31,"TAVITAS SOUTH STATION, LLC",TAVITAS,,ON ONE FLOOR:  IN ONE ROOM BAR/DINING AREA WITH SEATING FOR 47.  KITCHEN AND STORAGE IN REAR.  OUTDOOR CONCOURSE DINING AREA WITH SEATING FOR 21.  MAIN ENTRANCE AND EXIT INSIDE SOUTH STATION.,,2:00 AM,2:30 AM,49.0," TAVITAS SOUTH STATION, LLC", GIUSEPPE ARCARI,,(617)320-7533,1     South Station  ,Boston,MA,Chinatown_Financial_District,,
LB-99207,CV7AL0367,Active,CV7 All Alc.,2013-11-25,2022-12-31,"MACUMBA LATINA, INC.",MACUMBA LATINA,ARMED SECURITY OUTSIDE PREMISES THURSDAY SUNDAY 10 PM THROUGH CLOSING,"Three emergency exits; in two rooms and kitchen on the first floor; cellar for stock.  Capacity breakdown: 208 standing, 52 seating.",,2:00 AM,2:30 AM,260.0," MACUMBA LATINA, INC.", JOAO V. LOPES,,(617)427-4214,477-  River ST,Mattapan,MA,Mattapan,766312.066613391,2923017.71223816
LB-99727,CV7MWL0037,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"NWASH, LLC",TONY & ELAINE'S,,"REAR AND SIDE EXITS, ONE ROOM FIRST FLOOR, ONE ROOM IN BASEMENT, KITCHEN STREET LEVEL, SECOND FLOOR FOR FLOOR, THIRD FLOOR FOR STORAGE.",,1:00 AM,1:30 AM,49.0," NWASH, LLC", NICHOLAS ANTHONY FRATTAROLI,,,111- N Washington ST,Boston,MA,Downtown_North_End,775581.087422028,2958556.68999925
LB-99345,CV7AL0534,Active,CV7 All Alc.,2013-11-25,2022-12-31,"INSHALLAH, INC.",CRAVE,,"In one large room on groud floor (5,300 SF) with kitchen, dining area and bar, storage and office space. ",,2:00 AM,2:30 AM,162.0," INSHALLAH, INC.", SUSAN CHENG,(617)669-4752,,128-   Brighton AVE,Allston,MA,Allston,755830.238539636,2953744.95233077
LB-98804,CLBAL0032,Active,Clb. All Alc.,2013-11-25,2022-12-31,"POLISH AMERICAN CITIZENS CLUB OF SOUTH BOSTON,INC.",,       ,Bulkhead in rear for receiving in whole of said building. Maximum capacity 207 for the 1st floor and 246 for 2nd floor.,,1:00 AM,1:30 AM,453.0," POLISH AMERICAN CITIZENS CLUB OF SOUTH BOSTON, INC", JOSEPH NOWAK,,(,82-84   Boston ST,Dorchester,MA,Dorchester,775608.942206055,2944357.98528203
LB-99323,CV7AL0501,Active,CV7 All Alc.,2013-11-25,2022-12-31,Frago Restaurant SB LLC,Shy Bird,,,,1:00 AM,1:30 AM,0.0, Frago Restaurant SB LLC, Eli D. Feldman,,524-9849,12-  Old Colony Av,South Boston,MA,South_Boston,776178.45905561,2948248.23040143
LB-99293,CV7AL0464,Active,CV7 All Alc.,2013-11-25,2022-12-31,"LAST DROP, INC.",THE LAST DROP,       ,Two rear entrances to cellar from privateway and bulkhead entrance to cellar for stock; in two rooms and kitchen on first floor; cellar for stock.  ,,2:00 AM,2:30 AM,105.0," LAST DROP, INC.", DOUGLAS F. BACON,,(617)262-8417,594A-596   Washington ST,Brighton,MA,Brighton,0.0,0.0
LB-99782,CV7MWL0130,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,550 TREMONT LLC,B&G OYSTERS LTD,,"IN ONE ROOM ON THE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT, TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 22 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 11:00 P.M.",,1:00 AM,1:30 AM,38.0, 550 TREMONT LLC, BARBARA LYNCH,,(781)729-9348,550     Tremont ST,Roxbury,MA,Back_Bay,772071.940090761,2950635.41626388
LB-99687,CV7MW0536,Active,CV7 Malt Wine,2013-11-25,2022-12-31,Wabora Newton LLC,Lobstah on A Roll,PATIO CONDITIONS 1 ALCOHOL TO BE SERVED TABLES ONLY IN CONJUNCTION WITH MEALS 2 CLOSING HOUR 10 00 P M 3 STAFFED ALL TIMES,DINING AREA ON THE GROUND LEVEL WITH KITCHEN AND STORAGE IN THE REAR AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 22 PATRONS.,,MIDNIGHT,12:30 AM,43.0, WABORA NEWTON LLC, SHI-CHANG WOOH,(781)504-6130,,254-   Newbury ST,Boston,MA,Back_Bay,768959.605815858,2952593.35805771
LB-99110,CV7AL0254,Active,CV7 All Alc.,2013-11-25,2022-12-31,"AZUMI, LLC",ZUMA,,"In one large room on first floor, with bar, kitchen, office and storage, one entrance and three exits (7,000 sq. ft.). ",,2:00 AM,2:30 AM,234.0," AZUMI, LLC", Taryn Leo,,,1-7  Dalton ST,Boston,MA,Back_Bay,768622.210397349,2951295.70059262
LB-99225,CV7AL0388,Active,CV7 All Alc.,2013-11-25,2022-12-31,"THE BLACK ROSE, INC.",BLACK ROSE,1 OPEN 11 00 M ON SUNDAYS SERVICE FOOD ONLY,"In one room and kitchen on first floor; cellar for stock and one room and a kitchen on the second floor.  Capacity breakdown: 1st fl - 74 seated, 119 standing; 2nd fl - 81 seated; 139 standing.",,2:00 AM,2:30 AM,413.0," THE BLACK ROSE, INC.", SHELDON M. COHEN,,(617)451-7400,160-  State ST,Boston,MA,Chinatown_Financial_District,776698.099679068,2956375.19761322
LB-99533,CV7MW0082,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"NEW WINGS KITCHEN, INC.",WINGS KITCHEN,,In two rooms with one room on the first floor and one room on the basement level; kitchen and storage are in the back of the basement level. ,,1:00 AM,1:30 AM,60.0," NEW WINGS KITCHEN, INC.", XIULING SITU,,,13-   Hudson ST,Boston,MA,Chinatown_Financial_District,775049.723997533,2953166.95303424
LB-99604,CV7MW0344,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"GOURMET CHINA, INC.",,,In one dining room on the first floor with kitchen and storage in the rear.  ,,2:00 AM,2:30 AM,48.0," GOURMET CHINA, INC.", XIAN RONG ZENG,,6174723171,23-  Tyler ST,Boston,MA,Chinatown_Financial_District,774843.414568977,2953137.97604129
LB-99219,CV7AL0381,Active,CV7 All Alc.,2013-11-25,2022-12-31,"UNITY SPORTS & CULTURAL CLUB, INC.",UNITY SPORTS,CAPACITY AS FOLLOWS 248 PERSONS BANQUET 498 STANDING ONLY 107 IN LOUNGE AREA Board granted petition to provide Bottle Service on their licensed premise,"In three rooms, (members lounge, recreation lounge and main ballroom) Kitchen and storage on first floor.",,2:00 AM,2:30 AM,605.0," UNITY SPORTS & CULTURAL CLUB, INC.", CLARENCE COOPER,,(617)282-2605,10-   Dunbar AVE,Dorchester,MA,Dorchester,772026.814586714,2929627.88552432
LB-101889,RETAL0070,Active,Retail All Alc.,2013-11-25,2022-12-31,"HANOVER STREET LIQUORS, LLC",HANOVER WINE & SPIRITS,Board acknowledged granted petition to open 10 00 AM on Sundays,Two rooms first floor; rear room and basement for stock.,,11:00 PM,,0.0," HANOVER STREET LIQUORS, LLC", JOSEPH F. GIANGREGORIO,,6177233663,363-365   Hanover ST,Boston,MA,Downtown_North_End,,
LB-99389,CV7AL0584,Active,CV7 All Alc.,2013-11-25,2022-12-31,"111, LLC",BROWNSTONE,NEIGHBORHOOD AGREEMENT TO BE INCORPORATED REFERENCE,"111 Dartmouth St.; First Floor consisting of on room with four seating areas and bar, kitchen and storage in the rear; storage and prep area in the basement.",,2:00 AM,2:30 AM,110.0," 111, LLC", PAUL WILSON,,6174517400,111-   Dartmouth ST,Boston,MA,Back_Bay,770980.999993742,2951560.00000873
LB-99012,CV7AL0141,Active,CV7 All Alc.,2013-11-25,2022-12-31,ALLSTON VENTURE FIVE INC.,THE AVENUE BAR & GRILL,,"Two rooms and kitchen first floor and two rooms in basement, (one for patrons and one for stock).",,2:00 AM,2:30 AM,151.0, ALLSTON VENTURE FIVE INC., DOUGLAS F. BACON,,6175439400,1249-   Commonwealth AVE,Allston,MA,Allston,755601.861451417,2952859.86608996
LB-101885,RETAL0066,Active,Retail All Alc.,2013-11-25,2022-12-31,"CHAN'S WINE & SPIRITS-DORCHESTER, INC.",ALEXANDER'S WINE & SPIRITS,Board acknowledged granted petition 10 00 AM opening on Sundays,Three rooms first floor; two rear rooms first floor for stock,,11:00 PM,,0.0," CHAN'S WINE & SPIRITS-DORCHESTER, INC.", SING MING CHAN,,6172429800,755-   Gallivan BLVD,Dorchester,MA,Dorchester,779332.00000152,2928779.99998753
LB-104345,TAVAL0014,Active,Tavern Licenses,2013-11-25,2022-12-31,YONG SUN INC.,LIBERTY DINER,       ,1003 Massachusetts Avenue and rear exit from kitchen - one room and kitchen first floor; cellar for stock.,,MIDNIGHT,12:30 AM,67.0, YONG SUN INC., YONG S. DOUCETTE,,6174429262,1003-  Massachusetts AV,Roxbury,MA,neighborhood doesn't match,772920.311476795,2944886.05320499
LB-99037,CV7AL0172,Active,CV7 All Alc.,2013-11-25,2022-12-31,"HAMACHI SERVERS, INC.",LOCAL 149,Board granted petition to begin serving alcohol 10 00 m on Sundays with brunch,"IN ONE ROOM ON FIRST FLOOR, WITH KITCHEN IN REAR; MAIN ENTRANCE ON EAST SIXTH STREET AND EMERGENCY EXIT ON P STREET AND CELLAR FOR STOCK AND OFFICE. (MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN HAMACHI SERVERS, INC. AND HAMACHI LLC).",,1:00 AM,1:30 AM,94.0," HAMACHI SERVERS, INC.", ALEXANDER MICHAEL TAMARGO,,(857)753-7218,823-831 E Sixth ST,South Boston,MA,South_Boston,783973.744133845,2946768.68272428
LB-101913,RETAL0109,Active,Retail All Alc.,2013-11-25,2022-12-31,"Y&W, INC.",BUDGET LIQUORS,       ,Side entrance on driveway for stock; One room first floor; rear room and cellar for stock.,,11:00 PM,,0.0," Y&W, INC.", XIAO WEI CHEN,,6174711608,69-   River ST,Mattapan,MA,Mattapan,771604.188122332,2924317.22225536
LB-99403,CV7AL0602,Active,CV7 All Alc.,2013-11-25,2022-12-31,"DONAN, INC.",ARTU,       ,"FIRST FLOOR RESTAURANT WITH ADJOINING KITCHEN IN FOUR ROOMS; WITH BAR FOR TEN SEATS.  STORAGE ROOM IN BASEMENT.  RESTAURANT AND KITCHEN ON FIRST FLOOR WITH PASSAGEWAY JOINING DINING ROOMS  4-6-8 PRINCE STREET, BOSTON, MA  02113",,2:00 AM,2:30 AM,99.0," DONAN, INC.", NANCY T. FRATTAROLI,,6177424336,4-   Prince ST,Boston,MA,Downtown_North_End,776786.873791158,2958004.66183874
LB-102064,RETMW0095,Active,Retail Malt Wine,2013-11-25,2022-12-31,VINE INVESTMENTS INC.,HOLLYWOOD MARKET,,"ONE ROOM RETAIL AREA LOCATED AT STREET LEVEL; MAIN ENTRANCE ON PEARL STREET WITH DELIVERY ENTRANCE IN REAR; STORAGE ROOM, OFFICE IN BASEMENT.  WALK IN COOLER ON MAIN FLOOR.",,10:00 PM,,0.0, VINE INVESTMENTS INC., EMAD PASALY,,(781)985-6446,137-  Pearl ST,Boston,MA,Chinatown_Financial_District,776774.98985514,2954593.54141957
LB-101580,GOPAL0020,Active,GOP All Alc.,2013-11-25,2022-12-31,"ST. ENTERTAINMENT GROUP, INC.",TUNNEL,BOARD PERMITS BOTTLE SERVICE,"ON LOWER LEVEL IN ONE ROOM: BAR, SEATING AREA, RESTROOMS.",,2:00 AM,2:30 AM,200.0," ST. ENTERTAINMENT GROUP, INC.", BRIAN LESSER,,(617)388-0033,100-  Stuart ST,Boston,MA,Back_Bay,773616.364066025,2953184.86105877
LB-99235,CV7AL0399,Active,CV7 All Alc.,2013-11-25,2022-12-31,"CITY TAP HOUSE FORT POINT, LLC",CITY TAP HOUSE,,"10 BOSTON WHARF ROAD; BOSTON, MA 02210-On first floor of a six (6) story building. Indoor dining including Dining Area (+/- 2,029 SF) with seating for one hundred thirty four (134); PDR (+/- 514 SF) with seating for thirty six (36); Bar Dining (+/- 936 SF) with seating for thirty two (32); Bar ar",,1:00 AM,1:30 AM,222.0," CITY TAP HOUSE FORT POINT, LLC", JONATHAN BALL,,,10-  Boston Wharf RD,Boston,MA,neighborhood doesn't match,778580.910688017,2952927.18250602
LB-99314,CV7AL0490,Active,CV7 All Alc.,2013-11-25,2022-12-31,"A&B BURGERS-CAUSEWAY, LLC",A&B BURGERS,,,,2:00 AM,2:30 AM,168.0," A&B BURGERS-CAUSEWAY, LLC", THOMAS HOLLAND,(617)596-4339,,101-  Beverly ST,Boston,MA,neighborhood doesn't match,775226.539509955,2958640.57488748
LB-99873,CV7MWR0050,Active,CV7 Malt Wine Liq. Restrict.,2013-11-25,2022-12-31,STRONGBOX CORP.,ROX DINER,,"On first floor in 2 rooms, main entrance on Centre Street, service entry, kitchen and storage in rear. Total square footage = +/- 1,400 sf. ",,10:00 PM,10:30 PM,44.0, STRONGBOX CORP., JOHN P. FORTIN,,6174779073,1881-   Centre ST,West Roxbury,MA,West_Roxbury,749339.000005588,2929449.99998815
LB-101640,INNAL0027,Active,Inn. All Alc.,2013-11-25,2022-12-31,COURTYARD MANAGEMENT CORPORATION,Courtyard Boston Downtown,,"In whole of said building - deleting 279 Tremont Street; also deleting entire third floor ballroom, kitchen and storage room and fourth floor balcony areas, the seperate (non-lobby) entrance from Tremont Street. Exit and emergency exits from the third and fourth floor areas of the building.  2 rooms",,2:00 AM,,0.0, COURTYARD MANAGEMENT CORPORATION, John G. Wilmoth,,(978)356-4723,275     Tremont ST,Boston,MA,Back_Bay,773628.446180556,2952884.12326389
LB-98921,CV7AL0039,Active,CV7 All Alc.,2013-11-25,2022-12-31,"21ST, INC.",21ST. AMENDMENT,       ,"In two rooms, kitchen and stockroom on the first floor",,2:00 AM,2:30 AM,96.0," 21ST, INC.", PETER MCCARTHY,,(617)983-3412,150     Bowdoin ST,Boston,MA,Beacon_Hill,774391.999996916,2955910.00001278
LB-101978,RETAL0210,Active,Retail All Alc.,2013-11-25,2022-12-31,"R & G ENTERPRISES, INC.",SAGARINO'S,NO SALE NIPS OR SINGLE CANS,"In one room on the first floor, storage in the rear.",,11:00 PM,,0.0," R & G ENTERPRISES, INC.", RICHARD K. GREER,,(617)734-0693,106-  South ST,Boston,MA,Chinatown_Financial_District,775873.756938633,2953268.90975741
LB-101979,RETAL0213,Active,Retail All Alc.,2013-11-25,2022-12-31,CARIBBEAN WINE AND SPIRITS,FOREST HILLS LIQUOR MARKET,,IN ONE ROOM ON THE FIRST FLOOR; REAR ROOM AND CELLAR FOR STOCK.,,11:00 PM,,0.0, CARIBBEAN WINE AND SPIRITS, IRENE E. JOYEUX,,6174277210,3694-   Washington ST,Jamaica Plain,MA,Jamaica_Plain,760957.999984414,2934839.99999316
LB-99317,CV7AL0494,Active,CV7 All Alc.,2013-11-25,2022-12-31,"TAVERN ROAD, INC.",The Smoke Shop BBQ,,"ON GROUND LEVEL IN TWO ROOMS; KITCHEN, BAR, TWO SEATING AREAS, RESTROOMS, OFFICE, AND STORAGE. (180 PERSONS TOTAL: 120 PERSONS SEATED; 60 PERSONS STANDING)",,2:00 AM,2:30 AM,180.0," TAVERN ROAD, INC.", AIMEE MAGNER,,(617)823-5932,343     Congress ST,Boston,MA,neighborhood doesn't match,777974.873184264,2953105.69130617
LB-99310,CV7AL0486,Active,CV7 All Alc.,2013-11-25,2022-12-31,"MUSIC HALL DINING, INC.",,1 NO NEW PATRONS ADMITTED AFTER 30 M,"In three rooms with dining and kitchen on the first floor, which is bi-level; in one room for patron/public use, storage, bar, and bathroom facilities in basement.  An office is also located in the basement.",,2:00 AM,2:30 AM,282.0," MUSIC HALL DINING, INC.", DOUGLAS BACON,,6175439400,10A     Westland AVE,Boston,MA,Back_Bay,767937.791414916,2950361.72960763
LB-99670,CV7MW0511,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"Tasty Burger 5, LLC",Tasty Burger,,"In one room with dining area, bar, semi-open kitchen and storage;  two (2) entrances/exits at rear of train station, also including an outdoor patio on State Property off Dartmouth Street for 30 patrons between the hours of 7:00 a.m.-11:00 p.m.",,To: 2:00 AM,2:30 AM,92.0," Tasty Burger 5, LLC", DAVID DUBOIS,(617)303-0412,,145-  Dartmouth ST,Boston,MA,Back_Bay,770933.516570859,2951862.55117912
LB-99286,CV7AL0456,Active,CV7 All Alc.,2013-11-25,2022-12-31,ALASTY CORP.,NAPPER TANDYS,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00 M,"4187,4189,4191 and 4195 Washington Street - Three rooms, kitchen and storage  first floor; Cellar for stock - with entrance at 4195 Washington Street.",,2:00 AM,2:30 AM,96.0, ALASTY CORP., JOHN G. JACOB,,(508)660-5405,4187-4195   Washington ST,Roslindale,MA,Roslindale,756986.935980707,2929971.99842064
LB-99283,CV7AL0453,Active,CV7 All Alc.,2013-11-25,2022-12-31,"LEINSTER GROUP, INC.",SCHOLARS,       ,IN ONE LARGE ROOM ON THE FIRST FLOOR WITH BAR; KITCHEN IN REAR.  IN ONE ROOM ON THE MEZZANINE LEVEL WITH BAR. ENTRANCE ON SCHOOL STREET; EXIT AT REAR ON PIE ALLEY.  ADDITIONAL EXITS TO ADJACENT SPACE AT 27 SCHOOL STREET LOCATED ON FIRST FLOOR AND MEZZANINE LEVEL.  Capacity breakdown: 1st fl - 37 @ b,,2:00 AM,2:30 AM,386.0," LEINSTER GROUP, INC.", Meaghan P. Ivers,,(617)689-1097,25-  School ST,Boston,MA,Beacon_Hill,775342.137149811,2955690.30977258
LB-99272,CV7AL0442,Active,CV7 All Alc.,2013-11-25,2022-12-31,"FACILITY CONCESSION SERVICES, INC.",CHARLES PLAYHOUSE,,In whole of said building. ,,2:00 AM,2:30 AM,871.0," FACILITY CONCESSION SERVICES, INC.", JASON M. REED,,6178241921,74-78   Warrenton ST,Boston,MA,Back_Bay,773437.534492031,2952852.57680994
LB-99807,CV7MWL0161,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,"ALTAMIRA BANQUETS, LLC",MI PUEBLITO ORIENT HEIGHTS,1 00 M deliveries only,"IN ONE ROOM ON THE FIRST FLOOR/KITCHEN, DINING ROOM, LOUNGE AREA WITH A CUSTOMER BAR WITH 8 BAR STOOLS, 64 TABLES.  ON THE BASEMENT LEVEL/TWO FUNCTION ROOMS, STORAGE, CUSTOMER BAR WITH 7 STOOLS, 70 TABLES.  ",,11:00 PM,11:30 PM,149.0," ALTAMIRA BANQUETS, LLC", ALTAMIRA CARPIO,,(617)259-8651,964-   Saratoga ST,East Boston,MA,East_Boston,788921.299946457,2966497.01189464
LB-99227,CV7AL0390,Active,CV7 All Alc.,2013-11-25,2022-12-31,"170, LLC",THE GRANARY TAVERN,,"170 MILK STREET ENTRANCE - FIRST FLOOR 2 ROOMS, BASEMENT FOR COOKING, STORAGE, STOCK WITH ADDITIONAL BAR AREA AND SEATING FOR DINING.  OUTSIDE SEASONAL PATIO ON PRIVATE LAND WITH 30 SEATS BETWEEN THE HOURS OF 11:00 A.M. - 1:00 A.M.  (CAPACITY BREAKDOWN: 206 PERSONS AS FOLLOWS: STREET LEVEL - 14-PERS",,2:00 AM,2:30 AM,206.0," 170, LLC", LUIS LUNA,,(617)536-0937,170-  Milk ST,Boston,MA,Chinatown_Financial_District,777087.798090994,2956066.43529678
LB-99831,CV7MWL0185,Active,CV7 Malt Wine Liq.,2013-11-25,2022-12-31,CRUDO NORTH END LLC,CRUDO,BASEMENT 3 STAFF FIRST FLOOR 28 SEATED STANDING SECOND 42 amp,ONE ROOM ON THE FIRST FLOOR DINING AREA WITH 28 SEATS (INCLUDING DINING BAR WITH 10 SEATS); ONE ROOM ON THE SECOND FLOOR DINING AREA WITH APPROXIMATELY 54 SEATS (INCLUDING DINING BAR WITH 10 SEATS); STORAGE ON THIRD FLOOR AND ONE ROOM IN BASEMENT FOR KITCHEN & STORAGE. 11:30 CLOSING SUNDAY & WEDNESD,,12:30 AM,1:00 AM,76.0, CRUDO NORTH END LLC, Chan Wei Tsao,(617)491-8050,,78-80   Salem ST,Boston,MA,Downtown_North_End,776184.893598586,2957870.32494262
LB-98940,CV7AL0059,Active,CV7 All Alc.,2013-11-25,2022-12-31,"Select Oyster, LLC",SELECT OYSTER,,,,1:00 AM,1:30 AM,87.0," SELECT OYSTER, LLC", MICHAEL SERPA,,(617)818-6588,50-   Gloucester ST,Boston,MA,Back_Bay,768601.311671525,2952340.15277746
LB-99609,CV7MW0364,Active,CV7 Malt Wine,2013-11-25,2022-12-31,"REGAL CINEMAS, INC.",REGAL FENWAY STADIUM 13,,"AN 13 AUDITORIUM MOVIE THEATRE OF APPROXIMATELY 69,590 SQUARE FEET WITH CONCESSION AREA, LOBBY AND STORAGE, WITH 4 ENTRANCES AND 4 EXITS, SEATING FOR 1224 PATRONS.",,1:00 AM,1:30 AM,1224.0," REGAL CINEMAS, INC.", GREGORY R. KINDL,(508)278-2141,,201     Brookline AVE,Boston,MA,Fenway_Kenmore,763639.531020556,2950939.49367545
LB-98919,CV7AL0034,Active,CV7 All Alc.,2013-11-25,2022-12-31,"BIG NIGHT VENUES BOSTON 2, LLC",EMPIRE,BOTTLE SERVICE ALLOWED,PREMISES IS LOCATED ON THE FIRST FLOOR IN ONE LARGE ROOM WITH TWO SEPARATE ENTRANCES/EXITS.  KITCHEN IS LOCATED ON FAR RIGHT OF ROOM AND STORAGE IS BEHIND THE KITCHEN AREA. CAPACITY BREAKDOWN: 540 PERSONS TOTAL: 46- PERSONS BAR STOOLS; 215-PERSONS TABLE & CHAIRS; 297-PERSONS STANDING.  AND TO INCLUD,,2:00 AM,2:30 AM,540.0," BIG NIGHT VENUES BOSTON 2, LLC", EDWARD KANE,,(339)499-8504,1     Marina Park DR,Boston,MA,neighborhood doesn't match,0.0,0.0
LB-98895,CV7AL0008,Active,CV7 All Alc.,2013-11-25,2022-12-31,"M. COOKE, INC.",THE BOSTON SAIL LOFT,       ,"Two emergency exits leading to alleyway; in one room, kitchen and exterior deck on the first floor; closet area for stock.",,2:00 AM,2:30 AM,200.0," M. COOKE, INC.", JAMES R. TIPPING,,(617)723-6722,80-  Atlantic AVE,Boston,MA,Chinatown_Financial_District,777589.565972222,2957451.30208333
