,license_num,historicallicensenum,status,license_type,issued,expires,business_name,dba_name,comments,location_comments,opening,closing,patronsout,capacity,applicant,manager,day_phone,evening_phone,address,city,state,zip,fulladdress,Latitude,Longitude
667,LB-99795,CV7MWL0148,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"TREMONTE RESTAURANT NORTH END, LLC",TREMONTE RESTAURANT,,ENTRANCE-EXIT SIGN TO RIGHT OF DINING AREA THRU DINING ROOM ON LEFT EXIT SIGN LADIES AND MEN'S ROOM EXIT SIGN ON RIGHT THRU DOOR - FIRE DOOR EXIT - KITCHEN ON LEFT OF DINING ROOM.  SEE ATTACHED FLOOR PLAN.  ADDITIONAL SEATING IN BASEMENT FOR DINING.  ALSO STORAGE LOCATED IN BASEMENT.,,1:00 AM,1:30 AM,76.0," TREMONTE RESTAURANT NORTH END, LLC", ANTHONY CONTARINO,,,76     Salem ST,boston,MA,02113,"76     Salem ST, Boston, MA, 02113",34.24438675300125,-73.6513909034731
668,LB-101579,GOPAL0019,Active,GOP All Alc.,2013-11-26,2021-12-31,"Maryanne's Saloon, LLC",MARYANNE'S,,"Premise consists of 2,555SF in one room on first floor with bar and seating area, kitchen and restroom, in one additional room in basement with second bar and seating area, Total seating capacity 68. Storage and kitchen prep area with additional restrooms.",,2:00 AM,2:30 AM,200.0," MARYANNE'S SALOON, LLC", TIMOTHY COLLINS,,,4-8  Franklin ST,allston,MA,02134,"4-8  Franklin ST, Allston, MA, 02134",42.355801287327594,-71.13295534466529
669,LB-99050,CV7AL0186,Active,CV7 All Alc.,2013-11-26,2022-12-31,"Dorchester Tavern, LLC",DOT TAVERN,,Rear entrance to kitchen for stock; in two rooms and kitchen on first floor; cellar for stock.,,1:00 AM,1:30 AM,99.0," DORCHESTER TAVERN, LLC", DOUGLAS GEORGE,(617)293-0149,,840-   Dorchester AVE,dorchester,MA,02125,"840-   Dorchester AVE, Dorchester, MA, 02125",42.32215899999924,-71.05660100119692
670,LB-99585,CV7MW0272,Active,CV7 Malt Wine,2013-11-26,2022-12-31,"SELECT HOSPITALITY, LLC",Little Whale Oyster Bar,Capacity Breakdown Total 33 Seats Garden Level 15 1st floor 12 Outside Patio,,,MIDNIGHT,12:30 AM,48.0," SELECT HOSPITALITY, LLC", MICHAEL SERPA,,,314-   Newbury ST,boston,MA,02115,"314-   Newbury ST, Boston, MA, 02115",42.34861700000869,-71.08533400127958
671,LB-99569,CV7MW0219,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,Casarecce LLC,CASARECCE RESTAURANT,,"In one room on first floor consisting of 1600 square feet with thirty (30) seats, with bathroom and kitchen in rear; with storage utilities and an additional bathroom in basement. ",,12:00 AM,12:30 AM,30.0, CASARECCE LLC, Frank Pellino,(978)758-1021,,285-   Hanover ST,boston,MA,02113,"285-   Hanover ST, Boston, MA, 02113",42.36362000000477,-71.05442000123335
672,LB-99103,CV7AL0245,Active,Inn. All Alc.,2013-11-26,2022-12-31,RREF II 170 CHARLES LLC,THE WHITNEY HOTEL,,,,1:00 AM,1:30 AM,0.0, RREF II 170 CHARLES LLC, KATRINA JAZAYERI,(617)399-9529,,14     DAVID G MUGAR WAY  ,boston, , ,"14     DAVID G MUGAR WAY  , BOSTON,  ,  ",42.3607926,-71.0712831
673,LB-99454,CV7AL0675,Active,CV7 All Alc.,2013-11-26,2022-12-31,"THE BACK DECK, INC.",FRENCH QUARTER,,"ON TWO LEVELS.  MAIN LEVEL IN ONE ROOM DINING AREA, BAR, AND KITCHEN.  LOWER LEVEL FOR RESTROOMS AND STORAGE.  THE MAIN ENTRANCE/EXIT ON WASHINGTON STREET.  Capacity breakdown: 26 @ bar stools, 64 @ tables & chairs; 30 standing.",,2:00 AM,2:30 AM,120.0," THE BACK DECK, INC.", BRADLEY FREDERICKS,(617)426-1266,,545-  Washington ST,boston,MA,02111,"545-  Washington ST, Boston, MA, 02111",42.35389047669953,-71.06266445144225
674,LB-99415,CV7AL0613,Active,CV7 All Alc.,2013-11-26,2021-12-31,"Pho on Thayer, LLC",Pho on Thayer,,"There are two floors.  On the lower level there are 10 rooms (prep area, office, storage, walk in cooler, beer cooler, and 5 bathrooms).  On the upper floor there is one dining room, kitchen, bar and an outdoor patio (on private property) is seasonal (April 1-October 31) from 7:00 AM-2:00AM.",,1:00 AM,1:30 AM,0.0," Pho on Thayer, LLC", Jeffrey Gates,,(617)227-3524,11-   Thayer ST,boston,MA,02118,"11-   Thayer ST, Boston, MA, 02118",42.34269000000469,-71.06486000123296
675,LB-99592,CV7MW0286,Active,CV7 Malt Wine,2013-11-26,2021-12-31,"Panda Hot Pot Chinatown, Inc.",Wei Shu Wu Hot Pot,All alcohol sales cease 1 00 AM,"19-19A, 21, 23 Hudson Street, Boston, MA 02111.  The premise consists of 3425 Sq. Ft. on the first floor with a dining room (seating capacity of 100) and kitchen.",,2:00 AM,2:30 AM,0.0," Panda Hot Pot Chinatown, Inc.", Feng Chen,,(617)908-7755,19-23  Hudson St,boston,MA,02111,"19-23  Hudson St, Boston, MA, 02111",42.35058848019582,-71.06029102674688
676,LB-99453,CV7AL0674,Active,CV7 All Alc.,2013-11-26,2022-12-31,Telegraph Hill Tavern LLC ,Telegraph Hill Kitchen and Bar,Capacity restrictions no more than 6 people standing,ENTRANCE THROUGH WINDOW FOR STOCK; EMERGENCY EXIT IN REAR; IN ONE ROOM ON FIRST FLOOR; CELLAR FOR STOCK.,,1:00 AM,1:30 AM,53.0, Telegraph Hill Tavern LLC, Paul Chioccariello,,(617)293-8460,289-  Dorchester ST,southboston,MA,02127,"289-  Dorchester ST, South Boston, MA, 02127",42.3320345056567,-71.05275791321623
677,LB-99019,CV7AL0150,Active,CV7 All Alc.,2013-11-26,2022-12-31,"BR Kenmore, LLC","Blue Ribbon Brasserie, Blue Ribbon Sushi, Pescador",ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10 00 M,IN ONE (1) ROOM AND KITCHEN ON FIRST FLOOR WITH ENTRANCE ON COMMONWEALTH AVENUE/EXIT AND ADDITIONAL ENTRANCE/EXIT THROUGH HOTEL LOBBY AND EMERGENCY EXIT THROUGH REAR OF PREMISES THROUGH HOTEL EMERGENCY EXIT.,,2:00 AM,2:30 AM,214.0," BR Kenmore, LLC", Robert Allen Anderson Jr.,,(617)532-9101,498-  Commonwealth AVE,boston,MA,02215,"498-  Commonwealth AVE, Boston, MA, 02215",42.34849385820269,-71.09580840191698
678,LB-99627,CV7MW0412,Active,CV7 Malt Wine,2013-11-26,2022-12-31,Jumbo Oriental LLC,Jumbo Seafood,,,,2:00 AM,2:30 AM,49.0, Jumbo Oriental LLC, Kenneth Leung,,,5-  Hudson ST,boston,MA,02111,"5-  Hudson ST, Boston, MA, 02111",42.35108000003844,-71.06004000124533
679,LB-101882,RETAL0060,Active,Retail All Alc.,2013-11-26,2022-12-31,"JIMMY'S CORNER, INC.","""JIMMY'S KORNER'",Board granted petition to open 10 00 m on Sundays,IN ONE ROOM ON FIRST FLOOR WITH CELLAR FOR STOCK.,,11:00 PM,,0.0," JIMMY'S CORNER, INC.", JEWEL SAEED,,(781)632-0113,143-  P ST,southboston,MA,02127,"143-  P ST, South Boston, MA, 02127",42.33336255820895,-71.0273114853692
680,LB-99615,CV7MW0384,Active,CV7 Malt Wine,2013-11-26,2022-12-31,COLUMBUS MANAGING CORP.,DELPHINO'S RESTAURANT,1 NO BAR 2 Malt Wine to be served only in conjunction with meals,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR WITH STORAGE IN THE BASEMENT.",,11:00 PM,11:30 PM,49.0, COLUMBUS MANAGING CORP., STEPHEN R. JUDGE,,6173646738,754-   South ST,roslindale,MA,02131,"754-   South ST, Roslindale, MA, 02131",42.28702000001027,-71.12948000117426
681,LB-99616,CV7MW0386,Active,CV7 Malt Wine,2013-11-26,2022-12-31,"BONCHON ALLSTON, LLC",,,"121-123 BRIGHTON AVENUE ALLSTON, MA 02134 - WITH 3 ENTRANCES/EXITS, 1 ON BRIGHTON AVENUE AND 2 IN THE REAR OF THE BUILDING, CONTAINING 1 DINING ROOM, 1 KITCHEN, 2 BATHROOMS, 3 WALK IN COOLERS, 2 STORAGE ROOMS, AND 1 OFFICE.",,1:00 AM,1:30 AM,88.0," BONCHON ALLSTON, LLC", QUOCLY NGUYEN,,(617)842-7035,101-123   Brighton AVE,allston,MA,02134,"101-123   Brighton AVE, Allston, MA, 02134",42.3530814438165,-71.13062406276524
682,LB-99618,CV7MW0389,Active,CV7 Malt Wine,2013-11-26,2022-12-31,"DUMPLING GOURMET, INC.",DUMPLING HOUSE,,"IN ONE ROOM ON STREET LEVEL FACILITY WITH 56 SEATS; STORAGE IN THE BASEMENT.  FOUR EXITS AND ENTRANCES, TWO IN FRONT OF THE RESTAURANT AND TWO IN THE KITCHEN LOCATED IN THE REAR OF THE FACILITY.",,2:00 AM,2:30 AM,56.0," DUMPLING GOURMET, INC.", LIH MING CHEN,,(617)271-4610,52-   Beach ST,boston,MA,02111,"52-   Beach ST, Boston, MA, 02111",42.35151999977162,-71.06065000110561
683,LB-99622,CV7MW0398,Active,CV7 Malt Wine,2013-11-26,2022-12-31,"QING MEI, INC.",VILLAGE SUSHI & GRILL,1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 NO BAR 3 CLOSING HOUR 11 00P M PATIO CONDITIONS ALCOHOL SERVICE FOOD STAFFED ALL TIMES 4 00 P,"IN ONE ROOM ONT HE FIRST FLOOR; KITCHEN IN THE REAR, STORAGE IN THE BASEMENT AND SECONDLY, TO INCLUDE AN OUTDOOR PATIO ON PRIVATE PROPERTY FOR 30 PATRONS.",,11:00 PM,11:30 PM,45.0," QING MEI, INC.", MIA HWANG,,6173191198,14-  Corinth ST,roslindale,MA,02131,"14-  Corinth ST, Roslindale, MA, 02131",42.28660000014415,-71.13017000153363
684,LB-99762,CV7MWL0092,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"111 SALEM GROUP, INC.",BENEVENTO'S,CLOSING HOUR 1 MIDNIGHT FRIDAY SATURDAY 2 11 00 P M SUNDAY THURSDAY,"IN ONE ROOM ON FIRST FLOOR; KITCHEN IN THE REAR, STORAGE, PREP AREA IN BASEMENT; WITH THE OFFICE ON THE SECOND FLOOR.",,11:00 PM,11:30 PM,40.0," 111 SALEM GROUP, INC.", JOSEPH BONO,,6175937735,111     Salem ST,boston,MA,02113,"111     Salem ST, Boston, MA, 02113",42.364270000008226,-71.05536000122197
685,LB-101927,RETAL0128,Active,Retail All Alc.,2013-11-26,2022-12-31,"S & S PACKAGE STORE, INC.",GARY'S LIQUORS,Board granted petition to open 10 00 m on Sundays,IN ONE LARGE ROOM ON THE FIRST FLOOR; BASEMENT FOR STOCK; EMERGENCY EXIT IN REAR AND TO INCLUDE THE ADJACENT 2563 SQUARE FEET AT 659 VFW PARKWAY FOR THE SALE OF ITALIAN SPECIALTY PREPARED FOOD ITEMS FOR TAKE-OUT ONLY.,,11:00 PM,,0.0," S & S PACKAGE STORE, INC.", GARY PARK,,(617)277-2333,655-659   VFW PKWY,boston,MA,02467,"655-659   VFW PKWY, Boston, MA, 02467",42.29643417199038,-71.15680867372335
686,LB-99270,CV7AL0440,Active,CV7 All Alc.,2013-11-26,2022-12-31,"PKL Boston, LLC",PKL,Monday Thursday 11 AM 12AM Friday Saturday 11AM 2AM Sunday 11PM,"aka 10-50 Old Colony Ave, South Boston, MA 02127-Four (4) large rooms with 21,200 Sq Ft on Main Level for guests. One (1) Lower Basement level for storage. One (1) main entrance with six (6) exits including main entrance. Capacity breakdown: 420 occupants with 272 seating, 148 standing. ",,2:00 AM,2:30 AM,420.0," PKL Boston, LLC", Brian Weller,,(508)641-8547,64-  C ST,southboston,MA,02127,"64-  C ST, South Boston, MA, 02127",42.33730038411126,-71.05634447974272
687,LB-99786,CV7MWL0136,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"ARIA TRATTORIA, LLC",Arya Trattoria,,"IN ONE ROOM, KITCHEN AND STORAGE ON THE SECOND FLOOR.",,MIDNIGHT,12:30 AM,48.0," ARIA TRATTORIA, LLC", MASSIMO TIBERI,(617)742-1276,(617)257-0155,253-  Hanover ST,boston,MA,02113,"253-  Hanover ST, Boston, MA, 02113",42.36323955382836,-71.05485222747565
688,LB-99157,CV7AL0311,Active,CV7 All Alc.,2013-11-26,2022-12-31,"DUNBOY, INC.",MJ O'CONNOR'S IRISH PUB,1 Columbus Ave door must be closed to public 12 30 M Hotel entrance used as exit 2 Sunday opening 11 00 alcohol service PATIO CONDITIONS Alcohol in conjunction with food only patio staffed all times 3 Patio closing hours through Wednesday 10 PM Thursday Saturday,"TWO ROOMS AND KITCHEN FIRST FLOOR, CELLAR FOR STOCK TO INCLUDE SEASONAL OUTDOOR DINING FOR 30 PATRONS FROM APRIL 1ST THROUGH OCTOBER 31ST.  DPW LAND",,2:00 AM,2:30 AM,258.0," DUNBOY, INC.", THOMAS SHEA,,(978)768-7328,27-   Columbus AVE,boston,MA,02116,"27-   Columbus AVE, Boston, MA, 02116",42.35114334253093,-71.06894957640418
689,LB-99155,CV7AL0309,Active,CV7 All Alc.,2013-11-26,2022-12-31,"GALLEON VENTURES,  INC.",,       ,In two rooms and kitchen first floor; cellar for stock.,,1:00 AM,1:30 AM,99.0," GALLEON VENTURES,  INC.", DIARMUID O'NEILL,,(,134-140   Smith ST,roxbury,MA,02120,"134-140   Smith ST, Roxbury, MA, 02120",42.334710000105304,-71.10204000166368
690,LB-99724,CV7MWL0033,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"AL DENTE, INC.",TRATTORIA AL DENTE,,"IN ONE ROOM AND KITCHEN ON FIRST FLOOR, CELLAR FOR STOCK.",,11:00 PM,11:30 PM,36.0," AL DENTE, INC.", JOSEPH T. BONO,,6175230990,109     Salem ST,boston,MA,02113,"109     Salem ST, Boston, MA, 02113",42.36421000001304,-71.05536000121513
691,LB-99722,CV7MWL0031,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,URSULA IMBRIANO & ANTHONY IMBRIANO,MARIO'S RESTAURANT,Malt Wine Liqueurs to be served only in conjunction with meals,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND BASEMENT FOR STORAGE.  ,,1:00 AM,1:30 AM,30.0, URSULA IMBRIANO & ANTHONY IMBRIANO, URSULA IMBRIANO,,,347A-347   Chelsea ST,eastboston,MA,02128,"347A-347   Chelsea ST, East Boston, MA, 02128",42.37816827158595,-71.02887016952256
692,LB-99436,CV7AL0638,Active,Inn. All Alc.,2013-11-26,2022-12-31,"Parcel A Development Lessee, LLC",Hampton Inn/Homewood Suites Boston,,"Dual-Brand hotel (Hampton Inn and Homewood Suites) consisting of approximately 312,000 sq.ft., 6,323 sq.ft. restaurant/retail area, on 15 floors; 14 floors for guests, and the top floor for mechanical equipment and storage; 416 rooms.",,11:00 PM,11:30 PM,0.0," Parcel A Development Lessee, LLC", DAKEYA CHRISTMAS,,(617)325-2353,15-  Terminal ST,boston,MA,02210,"15-  Terminal ST, Boston, MA, 02210",42.344351089532715,-71.03768098516149
693,LB-99712,CV7MWL0015,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,"BROOK EGG FARM, INC.",LOCONTE'S,1 No bar 2 Malt Wine with Liqueurs to be served only in conjunction meals,IN ONE ROOM AND KITCHEN ON THE FIRST FLOOR; STORAGE IN REAR AND EXTEND THE DINING ROOM TO THE SECOND FLOOR.  CAPACITY BREAKDOWN: 1ST FL - 76; 2ND FL - 23.,,11:00 PM,11:30 PM,99.0," BROOK EGG FARM, INC.", CARLA LACONTE,,,116-   Salem ST,boston,MA,02113,"116-   Salem ST, Boston, MA, 02113",42.364676008309914,-71.05565846657294
694,LB-101619,INNAL0006,Active,Inn. All Alc.,2013-11-26,2022-12-31,"SAGE CLIENT 415, LLC",HOTEL COMMONWEALTH,HOTEL 96 ROOMS 3RD FLOOR 24 4TH 36 amp 5TH EVENT ROOM 436 PERSONS MAXIMUM LAYOUT 1 CHAIRS 2 TABLES 160 3 192 TERRACE 49 MEETING BUSINESS ONLY 99,"IN WHOLE OF SAID BUILDING (HOTEL COMMONWEALTH) SEE ISD FOR A MORE COMPLETE DESCRIPTION OF THE CAPACITY; BUT TO SPECIFICALLY EXCLUDE THE EASTERN STANDARD RESTAURANT SPACE, HAWTHORNE LOUNGE, OUTDOOR PATIO AND ISLAND CREEK OYSTER BAR RESTAURANT SPACE ALL LOCATED IN SAID BUILDING.  8:00 A.M. - 2:00 A.M.",,2:00 AM,,0.0," SAGE CLIENT 415, LLC", ADAM CHARLES SPERLING,,(617)532-5004,500     Commonwealth AVE,boston,MA,02215,"500     Commonwealth AVE, Boston, MA, 02215",42.3485217430069,-71.09509949433033
695,LB-101621,INNAL0008,Active,Inn. All Alc.,2013-11-26,2022-12-31,REMINGTON BOSTON EMPLOYERS LLC,HILTON BOSTON BACK BAY,,IN WHOLE OF SAID BUILDING SEE ISD CERTIFICATE FOR THE CAPACITY.,,2:00 AM,,0.0, REMINGTON BOSTON EMPLOYERS LLC, DOMINIQUE MARTY,,(781)879-6599,40     Dalton ST,boston,MA,02115,"40     Dalton ST, Boston, MA, 02115",42.34644999987757,-71.08526000150579
696,LB-101623,INNAL0010,Active,Inn. All Alc.,2013-11-26,2022-12-31,HIREN BOSTON LLC,COURTYARD BOSTON SOUTH BAY CENTER,RESTAURANT MUST CLOSE 11 00 P M,"63R BOSTON STREET, DORCHESTER, IN WHOLE OF SAID BUILDING.",,2:00 AM,,0.0, HIREN BOSTON LLC, BETH ANN SCHERER,,5088223136,33- W Howell ST,dorchester,MA,02125,"33- W Howell ST, Dorchester, MA, 02125",42.32541809687027,-71.05840940467634
697,LB-101624,INNAL0011,Active,Inn. All Alc.,2013-11-26,2022-12-31,"WESTERN HOST, INC.",WESTIN COPLEY PLACE,10 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,"Copley Place: in whole of said building excepting therefrom one room level 138.0 East, 2nd floor podium licensed as an all alcoholic retail package store, and also excepting therefrom space on the first floor as shown.  SEE ISD CERTIFICATE FOR FURTHER INFORMATION.",,2:00 AM,,0.0," WESTERN HOST, INC.", GURKIRAT SINGH,,(617)424-7400,10-   Huntington AVE,boston,MA,02116,"10-   Huntington AVE, Boston, MA, 02116",42.34854500029331,-71.07731400132229
698,LB-98923,CV7AL0042,Active,CV7 All Alc.,2013-11-26,2022-12-31,"Melcher Newco Holdings, LLC",Mooo Seaport,BOARD PERMITS BOTTLE SERVICE,,,2:00 AM,2:30 AM,460.0," Melcher Newco Holdings, LLC", COURTNEY HILLS,,(516)721-0016,49-  Melcher St,boston,MA,02210,"49-  Melcher St, Boston, MA, 02210",42.34941139784524,-71.05039744742776
699,LB-101631,INNAL0017,Active,Inn. All Alc.,2013-11-26,2022-12-31,PACIFIC BOSTON SERVICE CORPORATION,THE LANGHAM HOTEL BOSTON,11 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH BOTTLE SERVICE APPROVED BLB,In whole of said building and that portion of One Post Office Square as shown on plans filed with the Board and an outside patio on Pearl Street with seating capacity of 42 persons.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.  Bottle service approved (2009) for Bond Restaurant.,,2:00 AM,2:30 AM,0.0, PACIFIC BOSTON SERVICE CORPORATION, Michele Domenico Aldo Grosso,,(,250     Franklin ST,boston,MA,02110,"250     Franklin ST, Boston, MA, 02110",42.35663048687056,-71.05427945102973
700,LB-101632,INNAL0018,Active,Inn. All Alc.,2013-11-26,2022-12-31,"BOSTON 1927 LESSEE, INC.",BOSTON PARK PLAZA HOTEL & TOWERS,1 11 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH HOTEL PATIO CONDITIONS ALCOHOL TO BE SERVED ONLY IN CONJUNCTION FOOD 2 STAFFED ALL TIMES 3 OPERATING HOURS 6 12,SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.,,2:00 AM,2:30 AM,0.0," BOSTON 1927 LESSEE, INC.", JONATHAN CRELLIN,,(617)888-8006,50-  Park PLZ,boston,MA,02116,"50-  Park PLZ, Boston, MA, 02116",42.351251318050984,-71.06937509146404
701,LB-101634,INNAL0020,Active,Inn. All Alc.,2013-11-26,2022-12-31,"HILTON MANAGEMENT, LLC",HILTON BOSTON LOGAN AIRPORT,11 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,IN WHOLE OF SAID BUILDING.  SEE ISD CERTIFICATE FOR MORE COMPLETE DESCRIPTION OF CAPACITY.,,2:00 AM,,0.0," HILTON MANAGEMENT, LLC", John Paul Fitzgerald,,(617)938-0267,1     Hotel DR,eastboston, ,02128,"1     Hotel DR, East Boston,  , 02128",34.24438675300125,-73.6513909034731
702,LB-101877,RETAL0055,Active,Retail All Alc.,2013-11-26,2022-12-31,"CACERES, INC.",CAMILO LIQUORS II,Board acknowledges granted petition to open 10 m on Sundays,In two rooms on street floor with rear room and cellar for stock,,11:00 PM,,0.0," CACERES, INC.", VIVIAN CAMILO,,(617)201-8119,735-   Dudley ST,dorchester,MA,02125,"735-   Dudley ST, Dorchester, MA, 02125",42.31770000020041,-71.06701000114
703,LB-101879,RETAL0057,Active,Retail All Alc.,2013-11-26,2022-12-31,"SOUTH BOSTON WINE & LIQUOR, INC.",DORGANS PACKAGE STORE,Board acknowledges granted petition to open 10 00 m on Sundays,One room first floor and cellar for stock,,11:00 PM,,0.0," SOUTH BOSTON WINE & LIQUOR, INC.", MENGCHUAN LIN,,7813389628,662-664 E Broadway ,southboston,MA,02127,"662-664 E Broadway , South Boston, MA, 02127",42.33575842081942,-71.03790019954717
704,LB-99258,CV7AL0425,Active,CV7 All Alc.,2013-11-26,2022-12-31,TREMONT 958 RESTAURANT CORPORATION,,Bottle service approved 10 30 14,In one room and kitchen on first floor; cellar for stock.  ,,2:00 AM,2:30 AM,185.0, TREMONT 958 RESTAURANT CORPORATION, BRITNEY PAPILE,,(617)445-0024,958     Tremont ST,roxbury,MA,02120,"958     Tremont ST, Roxbury, MA, 02120",42.33723839543869,-71.0836153082264
705,LB-101962,RETAL0180,Active,Retail All Alc.,2013-11-26,2022-12-31,"CUMMINS HIGHWAY LIQUOR GROUP, INC.",CREST LIQUORS,Board granted petition to open 10 00 m on Sundays,"On the first floor approximately 5,500 square feet. Two entrances, two exits. Partial basement approx. 2,500 sqft for storage.  ",,11:00 PM,,0.0," CUMMINS HIGHWAY LIQUOR GROUP, INC.", ARIAN LITON,,(617)298-4161,643     Cummins HWY,mattapan,MA,02126,"643     Cummins HWY, Mattapan, MA, 02126",42.271259999863084,-71.10520000155181
706,LB-101921,RETAL0119,Active,Retail All Alc.,2013-11-26,2022-12-31,"CHANS LIQUOR AND WINE, INC..",CHARLESTOWN LIQUORS,Board acknowledges granted petition to open 10 m on Sundays,Two unnumbered exits in rear; One room first floor; cellar for stock.,,11:00 PM,,0.0," CHANS LIQUOR AND WINE, INC..", SING MING CHAN,,9788697247,10-  Thompson Sq,charlestown,MA,02129,"10-  Thompson Sq, Charlestown, MA, 02129",42.374909999724856,-71.0636700010103
707,LB-101925,RETAL0124,Active,Retail All Alc.,2013-11-26,2022-12-31,"HOLLYWOOD LIQUORS, INC.","""HOLLYWOOD LIQUORS""",       ,One room first floor; Rear room and cellar for stock.,,11:00 PM,,0.0," HOLLYWOOD LIQUORS, INC.", RAMON GENAO,,6173287361,950     Tremont ST,roxbury,MA,02120,"950     Tremont ST, Roxbury, MA, 02120",42.33723839543869,-71.0836153082264
708,LB-98996,CV7AL0124,Active,CV7 All Alc.,2013-11-26,2021-12-31,"LAURA'S PLACE, INC.",,,In one room on first floor; cellar for stock.,,11:00 PM,11:30 PM,70.0," LAURA'S PLACE, INC.", ARLINDO CORREIA,(617)869-1863,(617)825-9262,688A-  Columbia RD,dorchester,MA,02125,"688A-  Columbia RD, Dorchester, MA, 02125",42.320080000048144,-71.06264000128495
709,LB-99655,CV7MW0478,Active,CV7 Malt Wine Liq.,2013-11-26,2022-12-31,Cami 1975 corporation,MELODIAS,1 NO BAR 2 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 3 10 00 P M CLOSING HOUR,,,11:59 PM,12:30 AM,40.0, CAMI 1975 Corporation, CARLOS CESPEDES CANAS,(617)561-6400,,1045-  Saratoga ST,eastboston,MA,02128,"1045-  Saratoga ST, East Boston, MA, 02128",42.38594000001405,-71.00511000131203
710,LB-99036,CV7AL0170,Active,CV7 All Alc.,2013-11-26,2022-12-31,"HYNES FINE DINING, LLC",ROCHAMBEAU,PATIO CONDITIONS 1 ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS 2 11 00 P M CLOSING BRUNCH ON SUNDAYS 10 CAPACITY 1ST FLOOR 175 2ND 188 SEASONAL 90,,,2:00 AM,2:30 AM,375.0," HYNES FINE DINING, LLC", LEO FONSECA,,(617)216-6096,900-  Boylston ST,boston,MA,02199,"900-  Boylston ST, Boston, MA, 02199",42.34754806235477,-71.0843514500422
711,LB-99369,CV7AL0565,Active,CV7 All Alc.,2013-11-26,2022-12-31,"YARD HOUSE USA, INC.",YARD HOUSE,CAPACITY BREAKDOWN AREA 1 50 PERSONS BAR STOOLS 259 TABLE amp CHAIRS 148 STANDING 3 12 68 30 111 OUTSIDE ONLY 10 00 M OPENING ON SUNDAYS TO SERVE ALCOHOL WITH BRUNCH,"126 BROOKLINE AVENUE, BOSTON; 1ST FLOOR COMMERCIAL UNIT CONSISTING OF APPROXIMATELY 12,808.11 SQUARE FEET INCLUDING DINING ROOMS, BAR AREAS, 2 ANNUAL OUTDOOR PATIOS ON PRIVATE PROPERTY FOR 111 PATRONS BETWEEN THE HOURS OF 11:00 A.M. - 2:00 A.M., KITCHEN, STORAGE ROOMS, BATHROOMS AND MULTIPLE EXITS/E",,2:00 AM,2:30 AM,672.0," YARD HOUSE USA, INC.", Wilson Figueroa,,,126-   Brookline AVE,boston,MA,02215,"126-   Brookline AVE, Boston, MA, 02215",42.34533000003006,-71.10015000125848
712,LB-102011,RETMW0011,Active,Retail All Alc.,2013-11-26,2022-12-31,"CHANSKY MARKET, INC.",CHANSKY'S SUPER MARKET,Board acknowledged granted petition to open 10 00 m on Sundays No nips singles,In one room on the first floor; cellar for storage and one room on side at 159 Sutherland Road for storage.,,11:00 PM,,0.0," CHANSKY MARKET, INC.", SUVIDHI PATEL,(617)277-1190,,1700-   Commonwealth AVE,brighton,MA,02135,"1700-   Commonwealth AVE, Brighton, MA, 02135",42.3411630025023,-71.14674384656064
713,LB-99450,CV7AL0671,Active,CV7 All Alc.,2013-11-26,2022-12-31,"RED ROCKETS, LLC",THE DELUX,1 00 M CLOSING ON ALL DAYS,IN ONE ROOM AND KITCHEN ON FIRST FLOOR; CELLAR FOR STOCK.,,1:00 AM,1:30 AM,62.0," RED ROCKETS, LLC",LAURA HAFNER,,(617)445-9725,100-   Chandler ST,boston,MA,02116,"100-   Chandler ST, Boston, MA, 02116",42.346260000132794,-71.07288000100802
714,LB-101627,INNAL0014,Active,Inn. All Alc.,2013-11-26,2022-12-31,"47 HUNTINGTON MANAGER, LLC",COPLEY SQUARE HOTEL,11 00 M ON SUNDAYS SALE ALCOHOLIC BEVERAGES WITH BRUNCH,,,2:00 AM,2:30 AM,0.0," 47 HUNTINGTON MANAGER, LLC", EDWARD DONOVAN,(617)426-6220,,47-51  Huntington AVE,boston,MA,02116,"47-51  Huntington AVE, Boston, MA, 02116",42.34835387698933,-71.07861023438014
